"District","School","Subject","Year","Proficiency"
"New Hanover County Schools","Murrayville Elementary","Science Grade 5&8","2023%",83.1
"New Hanover County Schools","M C S Noble Middle","Reading Grade 3-8","2018%",76.5
"New Hanover County Schools","M C S Noble Middle","Reading Grade 3-8","2019%",74.9
"New Hanover County Schools","M C S Noble Middle","Reading Grade 3-8","2022%",65.4
"New Hanover County Schools","M C S Noble Middle","Reading Grade 3-8","2023%",63.3
"New Hanover County Schools","M C S Noble Middle","Math Grade 3-8","2018%",71.6
"New Hanover County Schools","M C S Noble Middle","Math Grade 3-8","2019%",76
"New Hanover County Schools","M C S Noble Middle","Math Grade 3-8","2022%",66.5
"New Hanover County Schools","M C S Noble Middle","Math Grade 3-8","2023%",69.6
"New Hanover County Schools","M C S Noble Middle","Science Grade 5&8","2018%",86.3
"New Hanover County Schools","M C S Noble Middle","Science Grade 5&8","2019%",89.2
"New Hanover County Schools","M C S Noble Middle","Science Grade 5&8","2022%",87.8
"New Hanover County Schools","M C S Noble Middle","Science Grade 5&8","2023%",86.5
"New Hanover County Schools","Myrtle Grove Middle","Reading Grade 3-8","2018%",70.2
"New Hanover County Schools","Myrtle Grove Middle","Reading Grade 3-8","2019%",65.8
"New Hanover County Schools","Myrtle Grove Middle","Reading Grade 3-8","2022%",48.5
"New Hanover County Schools","Myrtle Grove Middle","Reading Grade 3-8","2023%",55
"New Hanover County Schools","Myrtle Grove Middle","Math Grade 3-8","2018%",60
"New Hanover County Schools","Myrtle Grove Middle","Math Grade 3-8","2019%",63
"New Hanover County Schools","Myrtle Grove Middle","Math Grade 3-8","2022%",47.7
"New Hanover County Schools","Myrtle Grove Middle","Math Grade 3-8","2023%",59.8
"New Hanover County Schools","Myrtle Grove Middle","Science Grade 5&8","2018%",76.8
"New Hanover County Schools","Myrtle Grove Middle","Science Grade 5&8","2019%",85.3
"New Hanover County Schools","Myrtle Grove Middle","Science Grade 5&8","2022%",72.2
"New Hanover County Schools","Myrtle Grove Middle","Science Grade 5&8","2023%",72.1
"New Hanover County Schools","New Hanover High","Biology","2018%",45.2
"New Hanover County Schools","New Hanover High","Biology","2019%",54.7
"New Hanover County Schools","New Hanover High","Biology","2022%",35.5
"New Hanover County Schools","New Hanover High","Biology","2023%",36.6
"New Hanover County Schools","New Hanover High","English II","2018%",50.3
"New Hanover County Schools","New Hanover High","English II","2019%",46.3
"New Hanover County Schools","New Hanover High","English II","2022%",48.9
"New Hanover County Schools","New Hanover High","English II","2023%",46.9
"New Hanover County Schools","Dr Hubert Eaton Sr Elem","Reading Grade 3-8","2018%",83.8
"New Hanover County Schools","Dr Hubert Eaton Sr Elem","Reading Grade 3-8","2019%",77.4
"New Hanover County Schools","Dr Hubert Eaton Sr Elem","Reading Grade 3-8","2022%",76.1
"New Hanover County Schools","Dr Hubert Eaton Sr Elem","Reading Grade 3-8","2023%",76.2
"New Hanover County Schools","Dr Hubert Eaton Sr Elem","Math Grade 3-8","2018%",89.6
"New Hanover County Schools","Dr Hubert Eaton Sr Elem","Math Grade 3-8","2019%",81.1
"New Hanover County Schools","Dr Hubert Eaton Sr Elem","Math Grade 3-8","2022%",84.5
"New Hanover County Schools","Dr Hubert Eaton Sr Elem","Math Grade 3-8","2023%",84.5
"New Hanover County Schools","Dr Hubert Eaton Sr Elem","Science Grade 5&8","2018%",91.2
"New Hanover County Schools","Dr Hubert Eaton Sr Elem","Science Grade 5&8","2019%",92.9
"New Hanover County Schools","Dr Hubert Eaton Sr Elem","Science Grade 5&8","2022%",90.1
"New Hanover County Schools","Dr Hubert Eaton Sr Elem","Science Grade 5&8","2023%",89.2
"New Hanover County Schools","J. C. Roe Center","Reading Grade 3-8","2018%",10.8
"New Hanover County Schools","J. C. Roe Center","Reading Grade 3-8","2019%",2.5
"New Hanover County Schools","J. C. Roe Center","Reading Grade 3-8","2022%",10.5
"New Hanover County Schools","J. C. Roe Center","Reading Grade 3-8","2023%",16.7
"New Hanover County Schools","J. C. Roe Center","Math Grade 3-8","2018%",5.4
"New Hanover County Schools","J. C. Roe Center","Math Grade 3-8","2019%",2.5
"New Hanover County Schools","J. C. Roe Center","Math Grade 3-8","2022%",5.3
"New Hanover County Schools","J. C. Roe Center","Math Grade 3-8","2023%",2.5
"New Hanover County Schools","J. C. Roe Center","Science Grade 5&8","2018%",30
"New Hanover County Schools","J. C. Roe Center","Science Grade 5&8","2019%",17.6
"New Hanover County Schools","J. C. Roe Center","Science Grade 5&8","2022%",9.1
"New Hanover County Schools","J. C. Roe Center","Science Grade 5&8","2023%",15.4
"New Hanover County Schools","J. C. Roe Center","English II","2018%",20
"New Hanover County Schools","J. C. Roe Center","English II","2019%",14.3
"New Hanover County Schools","J. C. Roe Center","English II","2022%",2.5
"New Hanover County Schools","J. C. Roe Center","English II","2023%",20
"New Hanover County Schools","Career Readiness Academy at Mosley PLC","Biology","2018%",34.4
"New Hanover County Schools","Career Readiness Academy at Mosley PLC","Biology","2019%",11.1
"New Hanover County Schools","Career Readiness Academy at Mosley PLC","Biology","2022%",20.8
"New Hanover County Schools","Career Readiness Academy at Mosley PLC","Biology","2023%",29.2
"New Hanover County Schools","Career Readiness Academy at Mosley PLC","English II","2018%",41.2
"New Hanover County Schools","Career Readiness Academy at Mosley PLC","English II","2019%",55
"New Hanover County Schools","Career Readiness Academy at Mosley PLC","English II","2022%",46.2
"New Hanover County Schools","Career Readiness Academy at Mosley PLC","English II","2023%",61.5
"New Hanover County Schools","Ogden Elementary","Reading Grade 3-8","2018%",88
"New Hanover County Schools","Ogden Elementary","Reading Grade 3-8","2019%",88.5
"New Hanover County Schools","Ogden Elementary","Reading Grade 3-8","2022%",80.9
"New Hanover County Schools","Ogden Elementary","Reading Grade 3-8","2023%",83.1
"New Hanover County Schools","Ogden Elementary","Math Grade 3-8","2018%",92.2
"New Hanover County Schools","Ogden Elementary","Math Grade 3-8","2019%",94
"New Hanover County Schools","Ogden Elementary","Math Grade 3-8","2022%",87.9
"New Hanover County Schools","Ogden Elementary","Math Grade 3-8","2023%",93.1
"New Hanover County Schools","Ogden Elementary","Science Grade 5&8","2018%",93.2
"New Hanover County Schools","Ogden Elementary","Science Grade 5&8","2019%",97.5
"New Hanover County Schools","Ogden Elementary","Science Grade 5&8","2022%",86
"New Hanover County Schools","Ogden Elementary","Science Grade 5&8","2023%",95
"New Hanover County Schools","Pine Valley Elementary","Reading Grade 3-8","2018%",67.9
"New Hanover County Schools","Pine Valley Elementary","Reading Grade 3-8","2019%",63.4
"New Hanover County Schools","Pine Valley Elementary","Reading Grade 3-8","2022%",54.8
"New Hanover County Schools","Pine Valley Elementary","Reading Grade 3-8","2023%",56.5
"New Hanover County Schools","Pine Valley Elementary","Math Grade 3-8","2018%",70.5
"New Hanover County Schools","Pine Valley Elementary","Math Grade 3-8","2019%",63.6
"New Hanover County Schools","Pine Valley Elementary","Math Grade 3-8","2022%",60.1
"New Hanover County Schools","Pine Valley Elementary","Math Grade 3-8","2023%",67
"New Hanover County Schools","Pine Valley Elementary","Science Grade 5&8","2018%",79.7
"New Hanover County Schools","Pine Valley Elementary","Science Grade 5&8","2019%",80.8
"New Hanover County Schools","Pine Valley Elementary","Science Grade 5&8","2022%",67.5
"New Hanover County Schools","Pine Valley Elementary","Science Grade 5&8","2023%",74.1
"New Hanover County Schools","Roland-Grise Middle","Reading Grade 3-8","2018%",76.4
"New Hanover County Schools","Roland-Grise Middle","Reading Grade 3-8","2019%",71.3
"New Hanover County Schools","Roland-Grise Middle","Reading Grade 3-8","2022%",60.8
"New Hanover County Schools","Roland-Grise Middle","Reading Grade 3-8","2023%",64.6
"New Hanover County Schools","Roland-Grise Middle","Math Grade 3-8","2018%",65.3
"New Hanover County Schools","Roland-Grise Middle","Math Grade 3-8","2019%",67.8
"New Hanover County Schools","Roland-Grise Middle","Math Grade 3-8","2022%",57.3
"New Hanover County Schools","Roland-Grise Middle","Math Grade 3-8","2023%",66.8
"New Hanover County Schools","Roland-Grise Middle","Science Grade 5&8","2018%",85.2
"New Hanover County Schools","Roland-Grise Middle","Science Grade 5&8","2019%",90
"New Hanover County Schools","Roland-Grise Middle","Science Grade 5&8","2022%",79.1
"New Hanover County Schools","Roland-Grise Middle","Science Grade 5&8","2023%",76.9
"New Hanover County Schools","Dr John Codington Elem","Reading Grade 3-8","2018%",87.7
"New Hanover County Schools","Dr John Codington Elem","Reading Grade 3-8","2019%",80.5
"New Hanover County Schools","Dr John Codington Elem","Reading Grade 3-8","2022%",69.3
"New Hanover County Schools","Dr John Codington Elem","Reading Grade 3-8","2023%",70.5
"New Hanover County Schools","Dr John Codington Elem","Math Grade 3-8","2018%",89.5
"New Hanover County Schools","Dr John Codington Elem","Math Grade 3-8","2019%",86.6
"New Hanover County Schools","Dr John Codington Elem","Math Grade 3-8","2022%",75.2
"New Hanover County Schools","Dr John Codington Elem","Math Grade 3-8","2023%",77
"New Hanover County Schools","Dr John Codington Elem","Science Grade 5&8","2018%",88.3
"New Hanover County Schools","Dr John Codington Elem","Science Grade 5&8","2019%",89.2
"New Hanover County Schools","Dr John Codington Elem","Science Grade 5&8","2022%",84.2
"New Hanover County Schools","Dr John Codington Elem","Science Grade 5&8","2023%",82.8
"New Hanover County Schools","Sunset Park Elementary","Reading Grade 3-8","2018%",44.8
"New Hanover County Schools","Sunset Park Elementary","Reading Grade 3-8","2019%",42.3
"New Hanover County Schools","Sunset Park Elementary","Reading Grade 3-8","2022%",29.2
"New Hanover County Schools","Sunset Park Elementary","Reading Grade 3-8","2023%",29.9
"New Hanover County Schools","Sunset Park Elementary","Math Grade 3-8","2018%",49.3
"New Hanover County Schools","Sunset Park Elementary","Math Grade 3-8","2019%",48.8
"New Hanover County Schools","Sunset Park Elementary","Math Grade 3-8","2022%",42.2
"New Hanover County Schools","Sunset Park Elementary","Math Grade 3-8","2023%",48.7
"New Hanover County Schools","Sunset Park Elementary","Science Grade 5&8","2018%",84
"New Hanover County Schools","Sunset Park Elementary","Science Grade 5&8","2019%",81.5
"New Hanover County Schools","Sunset Park Elementary","Science Grade 5&8","2022%",63.1
"New Hanover County Schools","Sunset Park Elementary","Science Grade 5&8","2023%",69.8
"New Hanover County Schools","A H Snipes Academy of Arts/Des","Reading Grade 3-8","2018%",29.7
"New Hanover County Schools","A H Snipes Academy of Arts/Des","Reading Grade 3-8","2019%",30.4
"New Hanover County Schools","A H Snipes Academy of Arts/Des","Reading Grade 3-8","2022%",22.5
"New Hanover County Schools","A H Snipes Academy of Arts/Des","Reading Grade 3-8","2023%",33.3
"New Hanover County Schools","A H Snipes Academy of Arts/Des","Math Grade 3-8","2018%",34.9
"New Hanover County Schools","A H Snipes Academy of Arts/Des","Math Grade 3-8","2019%",34
"New Hanover County Schools","A H Snipes Academy of Arts/Des","Math Grade 3-8","2022%",29
"New Hanover County Schools","A H Snipes Academy of Arts/Des","Math Grade 3-8","2023%",41.3
"New Hanover County Schools","A H Snipes Academy of Arts/Des","Science Grade 5&8","2018%",31.3
"New Hanover County Schools","A H Snipes Academy of Arts/Des","Science Grade 5&8","2019%",43.8
"New Hanover County Schools","A H Snipes Academy of Arts/Des","Science Grade 5&8","2022%",34.8
"New Hanover County Schools","A H Snipes Academy of Arts/Des","Science Grade 5&8","2023%",46.3
"New Hanover County Schools","Williston Middle","Reading Grade 3-8","2018%",44.8
"New Hanover County Schools","Williston Middle","Reading Grade 3-8","2019%",34.5
"New Hanover County Schools","Williston Middle","Reading Grade 3-8","2022%",29.8
"New Hanover County Schools","Williston Middle","Reading Grade 3-8","2023%",26.5
"New Hanover County Schools","Williston Middle","Math Grade 3-8","2018%",30.1
"New Hanover County Schools","Williston Middle","Math Grade 3-8","2019%",34.2
"New Hanover County Schools","Williston Middle","Math Grade 3-8","2022%",25.2
"New Hanover County Schools","Williston Middle","Math Grade 3-8","2023%",26.3
"New Hanover County Schools","Williston Middle","Science Grade 5&8","2018%",64.1
"New Hanover County Schools","Williston Middle","Science Grade 5&8","2019%",59.4
"New Hanover County Schools","Williston Middle","Science Grade 5&8","2022%",54.7
"New Hanover County Schools","Williston Middle","Science Grade 5&8","2023%",51
"New Hanover County Schools","Wilmington Early College High","Biology","2018%",80.4
"New Hanover County Schools","Wilmington Early College High","Biology","2019%",87.9
"New Hanover County Schools","Wilmington Early College High","Biology","2022%",84
"New Hanover County Schools","Wilmington Early College High","Biology","2023%",89.7
"New Hanover County Schools","Wilmington Early College High","English II","2018%",90.2
"New Hanover County Schools","Wilmington Early College High","English II","2019%",88.5
"New Hanover County Schools","Wilmington Early College High","English II","2022%",97.5
"New Hanover County Schools","Wilmington Early College High","English II","2023%",97.5
"New Hanover County Schools","Winter Park Model Elementary","Reading Grade 3-8","2018%",57
"New Hanover County Schools","Winter Park Model Elementary","Reading Grade 3-8","2019%",53.6
"New Hanover County Schools","Winter Park Model Elementary","Reading Grade 3-8","2022%",51.3
"New Hanover County Schools","Winter Park Model Elementary","Reading Grade 3-8","2023%",59.4
"New Hanover County Schools","Winter Park Model Elementary","Math Grade 3-8","2018%",68.2
"New Hanover County Schools","Winter Park Model Elementary","Math Grade 3-8","2019%",64.2
"New Hanover County Schools","Winter Park Model Elementary","Math Grade 3-8","2022%",58
"New Hanover County Schools","Winter Park Model Elementary","Math Grade 3-8","2023%",74.4
"New Hanover County Schools","Winter Park Model Elementary","Science Grade 5&8","2018%",70
"New Hanover County Schools","Winter Park Model Elementary","Science Grade 5&8","2019%",80.4
"New Hanover County Schools","Winter Park Model Elementary","Science Grade 5&8","2022%",60.4
"New Hanover County Schools","Winter Park Model Elementary","Science Grade 5&8","2023%",92.3
"New Hanover County Schools","Wrightsboro Elementary","Reading Grade 3-8","2018%",41.5
"New Hanover County Schools","Wrightsboro Elementary","Reading Grade 3-8","2019%",38.2
"New Hanover County Schools","Wrightsboro Elementary","Reading Grade 3-8","2022%",27.4
"New Hanover County Schools","Wrightsboro Elementary","Reading Grade 3-8","2023%",31.8
"New Hanover County Schools","Wrightsboro Elementary","Math Grade 3-8","2018%",40.5
"New Hanover County Schools","Wrightsboro Elementary","Math Grade 3-8","2019%",37.8
"New Hanover County Schools","Wrightsboro Elementary","Math Grade 3-8","2022%",26.6
"New Hanover County Schools","Wrightsboro Elementary","Math Grade 3-8","2023%",31.8
"New Hanover County Schools","Wrightsboro Elementary","Science Grade 5&8","2018%",59.4
"New Hanover County Schools","Wrightsboro Elementary","Science Grade 5&8","2019%",60.4
"New Hanover County Schools","Wrightsboro Elementary","Science Grade 5&8","2022%",58
"New Hanover County Schools","Wrightsboro Elementary","Science Grade 5&8","2023%",40
"New Hanover County Schools","Wrightsville Beach Elem","Reading Grade 3-8","2018%",87.6
"New Hanover County Schools","Wrightsville Beach Elem","Reading Grade 3-8","2019%",88
"New Hanover County Schools","Wrightsville Beach Elem","Reading Grade 3-8","2022%",87.9
"New Hanover County Schools","Wrightsville Beach Elem","Reading Grade 3-8","2023%",89.1
"New Hanover County Schools","Wrightsville Beach Elem","Math Grade 3-8","2018%",93.8
"New Hanover County Schools","Wrightsville Beach Elem","Math Grade 3-8","2019%",94
"New Hanover County Schools","Wrightsville Beach Elem","Math Grade 3-8","2022%",90.2
"New Hanover County Schools","Wrightsville Beach Elem","Math Grade 3-8","2023%",89.1
"New Hanover County Schools","Wrightsville Beach Elem","Science Grade 5&8","2018%",93.1
"New Hanover County Schools","Wrightsville Beach Elem","Science Grade 5&8","2019%",97.5
"New Hanover County Schools","Wrightsville Beach Elem","Science Grade 5&8","2022%",97.5
"New Hanover County Schools","Wrightsville Beach Elem","Science Grade 5&8","2023%",90.7
"Northampton County Schools","Central Elementary","Reading Grade 3-8","2018%",45.7
"Northampton County Schools","Central Elementary","Reading Grade 3-8","2019%",43.5
"Northampton County Schools","Central Elementary","Reading Grade 3-8","2022%",18.5
"Northampton County Schools","Central Elementary","Reading Grade 3-8","2023%",20.8
"Northampton County Schools","Central Elementary","Math Grade 3-8","2018%",32.6
"Northampton County Schools","Central Elementary","Math Grade 3-8","2019%",49.3
"Northampton County Schools","Central Elementary","Math Grade 3-8","2022%",34.1
"Northampton County Schools","Central Elementary","Math Grade 3-8","2023%",47.9
"Northampton County Schools","Conway Middle","Reading Grade 3-8","2018%",31.7
"Northampton County Schools","Conway Middle","Reading Grade 3-8","2019%",26.5
"Northampton County Schools","Conway Middle","Reading Grade 3-8","2022%",38.5
"Northampton County Schools","Conway Middle","Reading Grade 3-8","2023%",33.1
"Northampton County Schools","Conway Middle","Math Grade 3-8","2018%",23.6
"Northampton County Schools","Conway Middle","Math Grade 3-8","2019%",20.7
"Northampton County Schools","Conway Middle","Math Grade 3-8","2022%",26.2
"Northampton County Schools","Conway Middle","Math Grade 3-8","2023%",30.9
"Northampton County Schools","Conway Middle","Science Grade 5&8","2018%",49.3
"Northampton County Schools","Conway Middle","Science Grade 5&8","2019%",54
"Northampton County Schools","Conway Middle","Science Grade 5&8","2022%",74.1
"Northampton County Schools","Conway Middle","Science Grade 5&8","2023%",65.6
"Northampton County Schools","Northampton County High School","Biology","2018%",9.1
"Northampton County Schools","Northampton County High School","Biology","2019%",9.5
"Northampton County Schools","Northampton County High School","Biology","2022%",12.3
"Northampton County Schools","Northampton County High School","Biology","2023%",6.6
"Northampton County Schools","Northampton County High School","English II","2018%",14.5
"Northampton County Schools","Northampton County High School","English II","2019%",10
"Northampton County Schools","Northampton County High School","English II","2022%",12.3
"Northampton County Schools","Northampton County High School","English II","2023%",10.5
"Northampton County Schools","Northampton Early College","Biology","2018%",41.8
"Northampton County Schools","Northampton Early College","Biology","2019%",61.4
"Northampton County Schools","Northampton Early College","Biology","2022%",43.6
"Northampton County Schools","Northampton Early College","Biology","2023%",54.2
"Northampton County Schools","Northampton Early College","English II","2018%",76.2
"Northampton County Schools","Northampton Early College","English II","2019%",78.9
"Northampton County Schools","Northampton Early College","English II","2022%",59.1
"Northampton County Schools","Northampton Early College","English II","2023%",81.6
"Onslow County Schools","Onslow Early College","Biology","2018%",97.5
"Onslow County Schools","Onslow Early College","Biology","2019%",97.5
"Onslow County Schools","Onslow Early College","Biology","2022%",97.5
"Onslow County Schools","Onslow Early College","Biology","2023%",97.5
"Onslow County Schools","Onslow Early College","English II","2018%",97.5
"Onslow County Schools","Onslow Early College","English II","2019%",97.5
"Onslow County Schools","Onslow Early College","English II","2022%",97.5
"Onslow County Schools","Onslow Early College","English II","2023%",97.5
"Onslow County Schools","Bell Fork Elementary","Reading Grade 3-8","2018%",58.1
"Onslow County Schools","Bell Fork Elementary","Reading Grade 3-8","2019%",56.2
"Onslow County Schools","Bell Fork Elementary","Reading Grade 3-8","2022%",39.7
"Onslow County Schools","Bell Fork Elementary","Reading Grade 3-8","2023%",39.6
"Onslow County Schools","Bell Fork Elementary","Math Grade 3-8","2018%",61.5
"Onslow County Schools","Bell Fork Elementary","Math Grade 3-8","2019%",55.9
"Onslow County Schools","Bell Fork Elementary","Math Grade 3-8","2022%",45.1
"Onslow County Schools","Bell Fork Elementary","Math Grade 3-8","2023%",52.1
"Onslow County Schools","Bell Fork Elementary","Science Grade 5&8","2018%",63.5
"Onslow County Schools","Bell Fork Elementary","Science Grade 5&8","2019%",67.3
"Onslow County Schools","Bell Fork Elementary","Science Grade 5&8","2022%",59.8
"Onslow County Schools","Bell Fork Elementary","Science Grade 5&8","2023%",62.2
"Onslow County Schools","Blue Creek Elementary","Reading Grade 3-8","2018%",42.9
"Onslow County Schools","Blue Creek Elementary","Reading Grade 3-8","2019%",46.4
"Onslow County Schools","Blue Creek Elementary","Reading Grade 3-8","2022%",38.2
"Onslow County Schools","Blue Creek Elementary","Reading Grade 3-8","2023%",36.4
"Onslow County Schools","Blue Creek Elementary","Math Grade 3-8","2018%",44.5
"Onslow County Schools","Blue Creek Elementary","Math Grade 3-8","2019%",41.9
"Onslow County Schools","Blue Creek Elementary","Math Grade 3-8","2022%",46.6
"Onslow County Schools","Blue Creek Elementary","Math Grade 3-8","2023%",42.6
"Onslow County Schools","Blue Creek Elementary","Science Grade 5&8","2018%",37.1
"Onslow County Schools","Blue Creek Elementary","Science Grade 5&8","2019%",53.2
"Onslow County Schools","Blue Creek Elementary","Science Grade 5&8","2022%",45.7
"Onslow County Schools","Blue Creek Elementary","Science Grade 5&8","2023%",65.9
"Onslow County Schools","Carolina Forest Elementary","Reading Grade 3-8","2018%",66.5
"Onslow County Schools","Carolina Forest Elementary","Reading Grade 3-8","2019%",66.2
"Onslow County Schools","Carolina Forest Elementary","Reading Grade 3-8","2022%",47.8
"Onslow County Schools","Carolina Forest Elementary","Reading Grade 3-8","2023%",57.1
"Onslow County Schools","Carolina Forest Elementary","Math Grade 3-8","2018%",66
"Onslow County Schools","Carolina Forest Elementary","Math Grade 3-8","2019%",63.4
"Onslow County Schools","Carolina Forest Elementary","Math Grade 3-8","2022%",50.9
"Onslow County Schools","Carolina Forest Elementary","Math Grade 3-8","2023%",60.8
"Onslow County Schools","Carolina Forest Elementary","Science Grade 5&8","2018%",71.1
"Onslow County Schools","Carolina Forest Elementary","Science Grade 5&8","2019%",78.5
"Onslow County Schools","Carolina Forest Elementary","Science Grade 5&8","2022%",64.1
"Onslow County Schools","Carolina Forest Elementary","Science Grade 5&8","2023%",70
"Onslow County Schools","Clyde Erwin Elementary","Reading Grade 3-8","2018%",40.2
"Onslow County Schools","Clyde Erwin Elementary","Reading Grade 3-8","2019%",42.5
"Onslow County Schools","Clyde Erwin Elementary","Reading Grade 3-8","2022%",47.1
"Onslow County Schools","Clyde Erwin Elementary","Reading Grade 3-8","2023%",40.9
"Onslow County Schools","Clyde Erwin Elementary","Math Grade 3-8","2018%",39.7
"Onslow County Schools","Clyde Erwin Elementary","Math Grade 3-8","2019%",30.1
"Onslow County Schools","Clyde Erwin Elementary","Math Grade 3-8","2022%",38.6
"Onslow County Schools","Clyde Erwin Elementary","Math Grade 3-8","2023%",34.8
"Onslow County Schools","Clyde Erwin Elementary","Science Grade 5&8","2018%",43.8
"Onslow County Schools","Clyde Erwin Elementary","Science Grade 5&8","2019%",46.7
"Onslow County Schools","Clyde Erwin Elementary","Science Grade 5&8","2022%",40
"Onslow County Schools","Clyde Erwin Elementary","Science Grade 5&8","2023%",56.8
"Onslow County Schools","Dixon Elementary","Reading Grade 3-8","2018%",76.8
"Onslow County Schools","Dixon Elementary","Reading Grade 3-8","2019%",75.3
"Onslow County Schools","Dixon Elementary","Reading Grade 3-8","2022%",65.1
"Onslow County Schools","Dixon Elementary","Reading Grade 3-8","2023%",62.4
"Onslow County Schools","Dixon Elementary","Math Grade 3-8","2018%",70
"Onslow County Schools","Dixon Elementary","Math Grade 3-8","2019%",71.4
"Onslow County Schools","Dixon Elementary","Math Grade 3-8","2022%",60.1
"Onslow County Schools","Dixon Elementary","Math Grade 3-8","2023%",70.9
"Onslow County Schools","Dixon Middle","Reading Grade 3-8","2018%",63.2
"Onslow County Schools","Dixon Middle","Reading Grade 3-8","2019%",59.8
"Onslow County Schools","Dixon Middle","Reading Grade 3-8","2022%",51.7
"Onslow County Schools","Dixon Middle","Reading Grade 3-8","2023%",54.4
"Onslow County Schools","Dixon Middle","Math Grade 3-8","2018%",45.5
"Onslow County Schools","Dixon Middle","Math Grade 3-8","2019%",56
"Onslow County Schools","Dixon Middle","Math Grade 3-8","2022%",48.6
"Onslow County Schools","Dixon Middle","Math Grade 3-8","2023%",51.1
"Onslow County Schools","Dixon Middle","Science Grade 5&8","2018%",77.2
"Onslow County Schools","Dixon Middle","Science Grade 5&8","2019%",85.9
"Onslow County Schools","Dixon Middle","Science Grade 5&8","2022%",83.1
"Onslow County Schools","Dixon Middle","Science Grade 5&8","2023%",81.9
"Onslow County Schools","Dixon High","Biology","2018%",65.5
"Onslow County Schools","Dixon High","Biology","2019%",88
"Onslow County Schools","Dixon High","Biology","2022%",57.1
"Onslow County Schools","Dixon High","Biology","2023%",59.6
"Onslow County Schools","Dixon High","English II","2018%",57.4
"Onslow County Schools","Dixon High","English II","2019%",63.9
"Onslow County Schools","Dixon High","English II","2022%",58.4
"Onslow County Schools","Dixon High","English II","2023%",65.4
"Onslow County Schools","Hunters Creek Elementary","Reading Grade 3-8","2018%",49.5
"Onslow County Schools","Hunters Creek Elementary","Reading Grade 3-8","2019%",43.2
"Onslow County Schools","Hunters Creek Elementary","Reading Grade 3-8","2022%",35.9
"Onslow County Schools","Hunters Creek Elementary","Reading Grade 3-8","2023%",43.2
"Onslow County Schools","Hunters Creek Elementary","Math Grade 3-8","2018%",40.4
"Onslow County Schools","Hunters Creek Elementary","Math Grade 3-8","2019%",35.8
"Onslow County Schools","Hunters Creek Elementary","Math Grade 3-8","2022%",38.4
"Onslow County Schools","Hunters Creek Elementary","Math Grade 3-8","2023%",42.9
"Onslow County Schools","Hunters Creek Elementary","Science Grade 5&8","2018%",92.9
"Onslow County Schools","Hunters Creek Elementary","Science Grade 5&8","2019%",91.4
"Onslow County Schools","Hunters Creek Elementary","Science Grade 5&8","2022%",55.7
"Onslow County Schools","Hunters Creek Elementary","Science Grade 5&8","2023%",49.5
"Onslow County Schools","Hunters Creek Middle","Reading Grade 3-8","2018%",54.3
"Onslow County Schools","Hunters Creek Middle","Reading Grade 3-8","2019%",49.8
"Onslow County Schools","Hunters Creek Middle","Reading Grade 3-8","2022%",42
"Onslow County Schools","Hunters Creek Middle","Reading Grade 3-8","2023%",45
"Onslow County Schools","Hunters Creek Middle","Math Grade 3-8","2018%",40.4
"Onslow County Schools","Hunters Creek Middle","Math Grade 3-8","2019%",43
"Onslow County Schools","Hunters Creek Middle","Math Grade 3-8","2022%",33.3
"Onslow County Schools","Hunters Creek Middle","Math Grade 3-8","2023%",34.1
"Onslow County Schools","Hunters Creek Middle","Science Grade 5&8","2018%",71.9
"Onslow County Schools","Hunters Creek Middle","Science Grade 5&8","2019%",81
"Onslow County Schools","Hunters Creek Middle","Science Grade 5&8","2022%",78.9
"Onslow County Schools","Hunters Creek Middle","Science Grade 5&8","2023%",65.3
"Onslow County Schools","Jacksonville Commons Elem","Reading Grade 3-8","2018%",49.1
"Onslow County Schools","Jacksonville Commons Elem","Reading Grade 3-8","2019%",49.8
"Onslow County Schools","Jacksonville Commons Elem","Reading Grade 3-8","2022%",37.1
"Onslow County Schools","Jacksonville Commons Elem","Reading Grade 3-8","2023%",30.9
"Onslow County Schools","Jacksonville Commons Elem","Math Grade 3-8","2018%",53
"Onslow County Schools","Jacksonville Commons Elem","Math Grade 3-8","2019%",50.8
"Onslow County Schools","Jacksonville Commons Elem","Math Grade 3-8","2022%",39.3
"Onslow County Schools","Jacksonville Commons Elem","Math Grade 3-8","2023%",37.5
"Onslow County Schools","Jacksonville Commons Elem","Science Grade 5&8","2018%",57.7
"Onslow County Schools","Jacksonville Commons Elem","Science Grade 5&8","2019%",67.2
"Onslow County Schools","Jacksonville Commons Elem","Science Grade 5&8","2022%",49
"Onslow County Schools","Jacksonville Commons Elem","Science Grade 5&8","2023%",40.8
"Onslow County Schools","Jacksonville High","Biology","2018%",51.5
"Onslow County Schools","Jacksonville High","Biology","2019%",59.9
"Onslow County Schools","Jacksonville High","Biology","2022%",44.1
"Onslow County Schools","Jacksonville High","Biology","2023%",62.8
"Onslow County Schools","Jacksonville High","English II","2018%",58
"Onslow County Schools","Jacksonville High","English II","2019%",54.2
"Onslow County Schools","Jacksonville High","English II","2022%",61.4
"Onslow County Schools","Jacksonville High","English II","2023%",61.9
"Onslow County Schools","Jacksonville Commons Middle","Reading Grade 3-8","2018%",58.4
"Onslow County Schools","Jacksonville Commons Middle","Reading Grade 3-8","2019%",50.6
"Onslow County Schools","Jacksonville Commons Middle","Reading Grade 3-8","2022%",45.4
"Onslow County Schools","Jacksonville Commons Middle","Reading Grade 3-8","2023%",43.9
